Search_ID,User_ID,Search_Query,Recommended_Content,Clicked_Content,Recommendation_Score,Timestamp
SRCH00043314,987090,KDrama,CONT6534,CONT6263,0.72,2025-09-24 19:22:28
SRCH00043315,935476,Comedy Shows,CONT7493,CONT4805,0.4,2026-01-26 04:42:50
SRCH00043316,229412,Action Movies,CONT2299,CONT4242,0.62,2026-03-06 03:15:01
SRCH00043317,550351,Action Movies,CONT3023,CONT8933,0.35,2026-04-04 00:10:51
SRCH00043318,682740,Action Movies,CONT9308,CONT4507,0.58,2026-05-05 12:32:24
SRCH00043319,450568,Action Movies,CONT6222,CONT5229,0.57,2026-01-19 04:04:22
SRCH00043320,863253,Action Movies,CONT1559,CONT5028,0.89,2025-12-02 03:40:22
SRCH00043321,690767,Sci-Fi,CONT6289,CONT9289,0.46,2025-08-03 12:14:24
SRCH00043322,592619,Sci-Fi,CONT8583,CONT8880,0.72,2025-11-25 16:54:57
SRCH00043323,291529,Action Movies,CONT9278,CONT5515,0.73,2025-10-11 08:22:22
SRCH00043324,837901,Sci-Fi,CONT1001,CONT2922,0.98,2025-07-18 20:58:37
SRCH00043325,232114,KDrama,CONT8190,CONT5201,0.61,2026-04-15 05:18:29
SRCH00043326,289757,Comedy Shows,CONT5947,CONT6620,0.12,2026-04-28 11:33:53
SRCH00043327,124185,IPL,CONT2104,CONT1818,0.63,2026-02-24 18:53:19
SRCH00043328,990493,Comedy Shows,CONT2294,CONT4483,0.52,2025-12-18 12:43:02
SRCH00043329,330782,Action Movies,CONT3394,CONT8788,0.87,2025-12-16 12:49:39
SRCH00043330,953673,Sci-Fi,CONT9165,CONT7621,0.22,2025-11-03 11:53:22
SRCH00043331,423562,Action Movies,CONT1505,CONT8820,0.66,2026-05-09 15:21:20
SRCH00043332,465919,Sci-Fi,CONT6168,CONT2718,0.62,2026-03-09 14:36:38
SRCH00043333,901015,KDrama,CONT7900,CONT3731,0.49,2025-11-22 14:47:41
SRCH00043334,569517,KDrama,CONT3322,CONT7425,0.37,2025-08-21 21:41:06
SRCH00043335,207145,Comedy Shows,CONT8311,CONT5022,0.74,2025-11-01 22:52:51
SRCH00043336,509993,Comedy Shows,CONT7925,CONT3017,0.98,2025-06-16 12:33:13
SRCH00043337,829757,Sci-Fi,CONT1829,CONT3321,0.24,2025-10-18 23:12:49
SRCH00043338,490586,KDrama,CONT4314,CONT7914,0.95,2025-09-29 20:26:24
SRCH00043339,243433,Action Movies,CONT6633,CONT4715,0.18,2025-09-06 12:49:59
SRCH00043340,696373,Comedy Shows,CONT2672,CONT9749,0.58,2026-02-15 08:46:41
SRCH00043341,259480,Action Movies,CONT6743,CONT5664,0.53,2025-10-29 09:13:46
SRCH00043342,977970,Sci-Fi,CONT3616,CONT7551,0.06,2026-01-13 11:06:08
SRCH00043343,166948,Comedy Shows,CONT4230,CONT5651,0.59,2025-07-18 21:24:12
SRCH00043344,110111,Sci-Fi,CONT2065,CONT3483,0.9,2026-02-02 22:48:31
SRCH00043345,460194,Action Movies,CONT6264,CONT3445,0.85,2025-12-25 12:41:21
SRCH00043346,874174,Comedy Shows,CONT9352,CONT1937,0.27,2025-09-21 21:52:05
SRCH00043347,872785,Sci-Fi,CONT7944,CONT8177,0.54,2025-06-24 03:31:51
SRCH00043348,142082,Sci-Fi,CONT2552,CONT8722,0.93,2026-05-03 00:33:02
SRCH00043349,274746,IPL,CONT9847,CONT9505,0.03,2025-11-04 06:37:34
SRCH00043350,360413,Comedy Shows,CONT2765,CONT7437,0.27,2025-10-19 23:44:35
SRCH00043351,764471,IPL,CONT8747,CONT9073,0.12,2025-12-14 13:38:07
SRCH00043352,254922,KDrama,CONT7407,CONT2772,0.78,2025-09-25 07:44:56
SRCH00043353,918273,Comedy Shows,CONT9346,CONT8205,0.62,2025-10-05 14:39:54
SRCH00043354,163828,KDrama,CONT7847,CONT6169,0.81,2026-01-30 18:48:30
SRCH00043355,563324,Sci-Fi,CONT1499,CONT8060,0.88,2025-06-26 10:39:07
SRCH00043356,522783,Action Movies,CONT7459,CONT8147,0.89,2026-01-01 09:16:34
SRCH00043357,920300,KDrama,CONT6648,CONT5902,0.39,2025-09-01 01:43:39
SRCH00043358,827784,Action Movies,CONT3470,CONT2328,0.9,2025-12-11 11:17:52
SRCH00043359,478490,Sci-Fi,CONT7005,CONT2300,0.04,2026-04-16 15:32:57
SRCH00043360,672091,Sci-Fi,CONT6039,CONT9890,0.95,2025-06-12 14:21:46
SRCH00043361,723451,IPL,CONT8959,CONT5378,0.63,2026-04-12 15:48:03
SRCH00043362,886496,KDrama,CONT5348,CONT1604,0.7,2026-01-05 17:18:27
SRCH00043363,203304,Action Movies,CONT6298,CONT4471,0.22,2025-09-03 17:52:58
SRCH00043364,604310,Sci-Fi,CONT1664,CONT3942,0.73,2025-08-03 09:10:24
SRCH00043365,384296,Sci-Fi,CONT1564,CONT6028,0.39,2025-12-16 23:46:45
SRCH00043366,828374,IPL,CONT5430,CONT9698,0.73,2026-05-11 02:39:49
SRCH00043367,668403,Sci-Fi,CONT4255,CONT6069,0.24,2026-04-13 11:55:35
SRCH00043368,196255,Sci-Fi,CONT8997,CONT4166,0.52,2026-03-21 21:10:11
SRCH00043369,532440,Action Movies,CONT1149,CONT4650,0.81,2025-11-25 02:42:10
SRCH00043370,554108,Comedy Shows,CONT4318,CONT2687,0.79,2025-09-10 12:54:13
SRCH00043371,952240,IPL,CONT5643,CONT9532,0.23,2026-03-13 12:41:24
SRCH00043372,500238,IPL,CONT4039,CONT4089,0.71,2025-11-02 13:54:57
SRCH00043373,803319,Comedy Shows,CONT2966,CONT1161,0.73,2025-09-06 11:25:29
SRCH00043374,705150,Action Movies,CONT1911,CONT3965,0.67,2026-04-16 00:09:58
SRCH00043375,737779,IPL,CONT8133,CONT7671,0.8,2025-08-01 21:31:06
SRCH00043376,334657,Action Movies,CONT1802,CONT4175,0.03,2025-12-18 07:22:45
SRCH00043377,420131,KDrama,CONT8688,CONT9603,0.59,2025-12-18 02:57:08
SRCH00043378,987837,Comedy Shows,CONT5135,CONT3760,0.88,2026-01-17 11:39:49
SRCH00043379,652139,Comedy Shows,CONT9239,CONT9305,0.18,2026-04-13 18:12:16
SRCH00043380,672685,KDrama,CONT7342,CONT8285,0.54,2025-06-28 08:23:07
SRCH00043381,475473,Comedy Shows,CONT6752,CONT5034,0.72,2026-05-04 14:25:51
SRCH00043382,576320,Comedy Shows,CONT6310,CONT9618,0.05,2025-11-18 06:51:26
SRCH00043383,462524,IPL,CONT2477,CONT7596,0.54,2025-09-28 14:04:43
SRCH00043384,874265,KDrama,CONT2976,CONT7643,0.46,2025-07-26 21:17:47
SRCH00043385,167425,KDrama,CONT2363,CONT4765,0.53,2025-07-21 08:40:02
SRCH00043386,639070,Action Movies,CONT4387,CONT1755,0.44,2025-06-29 18:04:53
SRCH00043387,748582,IPL,CONT2157,CONT3391,0.95,2025-12-09 12:22:48
SRCH00043388,350212,Sci-Fi,CONT6854,CONT5696,0.28,2025-12-15 22:10:08
SRCH00043389,320891,IPL,CONT8579,CONT5003,0.62,2025-07-27 08:02:03
SRCH00043390,990768,IPL,CONT5831,CONT8451,0.37,2025-07-21 05:59:39
SRCH00043391,649859,Action Movies,CONT8943,CONT7590,0.61,2025-12-18 18:29:51
SRCH00043392,163794,KDrama,CONT6065,CONT9801,0.79,2026-02-23 11:06:28
SRCH00043393,681559,Action Movies,CONT3987,CONT6319,0.11,2025-06-15 04:11:24
SRCH00043394,381929,IPL,CONT7939,CONT9966,0.27,2025-10-12 01:16:50
SRCH00043395,541821,IPL,CONT1192,CONT1724,0.47,2025-07-09 09:45:46
SRCH00043396,593806,KDrama,CONT6269,CONT2042,0.28,2025-07-23 12:55:26
SRCH00043397,263555,Sci-Fi,CONT8670,CONT5300,0.33,2025-11-23 05:31:59
SRCH00043398,538575,KDrama,CONT1156,CONT2249,0.73,2025-07-24 07:16:30
SRCH00043399,573399,Action Movies,CONT3634,CONT1483,0.81,2025-12-10 01:17:12
SRCH00043400,319820,KDrama,CONT1092,CONT6465,0.36,2025-11-09 07:57:26
SRCH00043401,300635,Action Movies,CONT7547,CONT8896,0.84,2026-03-19 01:45:35
SRCH00043402,774961,Comedy Shows,CONT4206,CONT1431,0.52,2025-09-20 09:25:54
SRCH00043403,329164,KDrama,CONT5910,CONT9678,0.41,2025-08-17 10:49:16
SRCH00043404,696391,Comedy Shows,CONT1036,CONT2776,0.02,2026-03-22 10:31:29
SRCH00043405,856670,Action Movies,CONT2272,CONT3924,0.21,2025-12-07 02:41:09
SRCH00043406,666169,Sci-Fi,CONT6890,CONT2674,0.65,2026-04-13 01:45:16
SRCH00043407,514402,KDrama,CONT3715,CONT2621,0.89,2025-07-09 10:40:40
SRCH00043408,511882,Comedy Shows,CONT7783,CONT5373,0.15,2026-05-20 01:37:54
SRCH00043409,999758,Sci-Fi,CONT9858,CONT9057,0.25,2026-05-03 05:25:06
SRCH00043410,578398,KDrama,CONT2566,CONT6809,0.51,2026-03-30 18:38:01
SRCH00043411,768982,Comedy Shows,CONT8392,CONT6451,0.5,2025-06-22 22:21:06
SRCH00043412,351603,Action Movies,CONT5745,CONT2300,0.02,2025-12-08 20:19:15
SRCH00043413,223814,KDrama,CONT4471,CONT6877,0.82,2025-07-21 13:27:49
SRCH00043414,902897,IPL,CONT4909,CONT3712,0.76,2026-05-01 12:29:09
SRCH00043415,262435,KDrama,CONT7291,CONT1997,0.11,2026-04-08 07:20:37
SRCH00043416,919323,Sci-Fi,CONT6079,CONT9674,0.77,2025-10-08 03:56:26
SRCH00043417,273038,IPL,CONT7475,CONT6701,0.47,2026-01-14 00:01:12
SRCH00043418,633184,IPL,CONT3709,CONT3465,0.29,2026-04-09 00:35:58
SRCH00043419,874777,Action Movies,CONT8078,CONT5677,0.05,2026-04-19 23:09:12
SRCH00043420,312750,Comedy Shows,CONT7082,CONT2486,0.25,2026-03-24 23:03:20
SRCH00043421,560252,Sci-Fi,CONT9081,CONT4566,0.32,2026-04-19 23:26:53
SRCH00043422,158955,KDrama,CONT2395,CONT5890,0.06,2026-04-20 05:18:52
SRCH00043423,876633,Action Movies,CONT1000,CONT8114,0.0,2025-08-30 06:44:52
SRCH00043424,314133,Action Movies,CONT9969,CONT8133,0.75,2025-10-28 06:09:44
SRCH00043425,225432,Action Movies,CONT5997,CONT9037,0.52,2026-03-14 14:49:25
SRCH00043426,261527,KDrama,CONT7123,CONT7830,0.61,2026-02-26 22:10:40
SRCH00043427,755866,Sci-Fi,CONT1465,CONT1475,0.37,2025-11-23 01:02:40
SRCH00043428,256931,IPL,CONT1553,CONT7070,0.53,2025-10-31 05:50:19
SRCH00043429,901731,Action Movies,CONT8877,CONT4949,0.52,2026-04-03 05:28:46
SRCH00043430,828938,Sci-Fi,CONT7653,CONT3546,0.34,2026-04-21 23:54:37
SRCH00043431,556771,KDrama,CONT6786,CONT8667,0.45,2025-10-22 23:24:51
SRCH00043432,722163,Sci-Fi,CONT9207,CONT4358,0.8,2026-02-13 21:42:11
SRCH00043433,506063,KDrama,CONT5299,CONT6619,0.04,2025-12-12 23:12:57
SRCH00043434,414714,KDrama,CONT6565,CONT3602,0.97,2026-02-07 14:45:25
SRCH00043435,871451,IPL,CONT3701,CONT9126,0.04,2025-10-09 20:51:42
SRCH00043436,392736,Sci-Fi,CONT2326,CONT8569,0.96,2026-01-06 05:11:56
SRCH00043437,288073,KDrama,CONT4591,CONT5669,0.53,2025-11-14 11:23:50
SRCH00043438,583105,IPL,CONT3052,CONT5628,0.18,2025-08-03 08:32:15
SRCH00043439,827677,Action Movies,CONT9340,CONT8307,0.14,2025-08-20 19:32:13
SRCH00043440,870530,KDrama,CONT4221,CONT4458,0.08,2025-06-05 13:47:25
SRCH00043441,884256,KDrama,CONT8754,CONT6765,0.61,2025-08-31 23:53:30
SRCH00043442,757182,KDrama,CONT7296,CONT1263,0.25,2026-02-26 07:42:28
SRCH00043443,794799,Action Movies,CONT1867,CONT9652,0.71,2026-05-10 22:59:51
SRCH00043444,869989,IPL,CONT4534,CONT5611,0.15,2026-01-19 00:31:44
SRCH00043445,686606,Comedy Shows,CONT2728,CONT2739,0.09,2025-09-06 07:07:46
SRCH00043446,301274,Action Movies,CONT8990,CONT4317,0.63,2025-09-15 04:52:02
SRCH00043447,899596,KDrama,CONT1757,CONT4206,0.29,2026-03-14 09:22:56
SRCH00043448,261919,Comedy Shows,CONT5697,CONT2709,0.92,2025-07-11 09:53:53
SRCH00043449,609563,IPL,CONT2068,CONT8742,0.92,2026-01-31 08:44:33
SRCH00043450,299651,KDrama,CONT5184,CONT4702,0.54,2026-01-31 16:29:26
SRCH00043451,265455,Action Movies,CONT9988,CONT5030,0.11,2025-10-08 18:47:47
SRCH00043452,153732,Action Movies,CONT9226,CONT8582,0.57,2026-03-19 20:07:05
SRCH00043453,324395,IPL,CONT2772,CONT2429,0.25,2025-07-22 19:09:01
SRCH00043454,979752,Comedy Shows,CONT5747,CONT7519,0.74,2025-08-10 00:30:27
SRCH00043455,796212,KDrama,CONT4424,CONT9022,0.85,2026-02-04 23:31:28
SRCH00043456,659662,Comedy Shows,CONT9126,CONT3137,0.18,2026-02-16 01:59:08
SRCH00043457,968357,KDrama,CONT9883,CONT6000,0.83,2025-11-08 08:32:00
SRCH00043458,924017,Action Movies,CONT8735,CONT2944,0.75,2025-12-11 15:19:51
SRCH00043459,518652,IPL,CONT2134,CONT5780,0.32,2026-03-22 03:57:25
SRCH00043460,934346,IPL,CONT6782,CONT3222,0.4,2025-09-01 04:34:31
SRCH00043461,587967,Action Movies,CONT8344,CONT1674,0.15,2025-07-04 02:05:41
SRCH00043462,130903,KDrama,CONT8305,CONT7234,0.27,2026-02-27 11:27:11
SRCH00043463,547190,Action Movies,CONT8296,CONT2324,0.1,2026-03-10 04:40:31
SRCH00043464,401481,Sci-Fi,CONT8906,CONT1350,0.95,2026-03-09 22:36:19
SRCH00043465,476513,IPL,CONT2494,CONT6074,0.07,2025-12-02 19:09:53
SRCH00043466,668784,Action Movies,CONT6798,CONT3326,0.56,2025-11-18 23:27:20
SRCH00043467,974705,KDrama,CONT5290,CONT6535,0.29,2025-06-20 10:09:54
SRCH00043468,617343,Action Movies,CONT6383,CONT9555,0.07,2025-09-16 01:43:12
SRCH00043469,876688,Comedy Shows,CONT5064,CONT7326,0.75,2026-04-15 13:31:52
SRCH00043470,165361,Action Movies,CONT4326,CONT8671,0.55,2026-01-10 09:36:47
SRCH00043471,174204,Sci-Fi,CONT7154,CONT9497,0.78,2025-11-28 05:47:10
SRCH00043472,720900,Action Movies,CONT2311,CONT9329,0.36,2026-02-19 00:17:17
SRCH00043473,333875,Sci-Fi,CONT2169,CONT9769,0.19,2026-05-05 13:49:16
SRCH00043474,517903,IPL,CONT1220,CONT4396,0.53,2025-09-16 12:18:00
SRCH00043475,856374,Action Movies,CONT5418,CONT9612,0.73,2025-08-24 02:40:49
SRCH00043476,836569,Comedy Shows,CONT1547,CONT5825,0.98,2025-09-27 07:48:45
SRCH00043477,866309,Sci-Fi,CONT3037,CONT1836,0.77,2025-07-07 11:04:48
SRCH00043478,476137,Comedy Shows,CONT2101,CONT1751,0.17,2025-07-28 08:12:11
SRCH00043479,383253,Comedy Shows,CONT6955,CONT4902,0.88,2026-05-18 00:01:05
SRCH00043480,495375,KDrama,CONT3477,CONT2499,0.31,2025-11-12 00:09:04
SRCH00043481,359792,Action Movies,CONT8963,CONT1541,0.15,2026-04-16 17:30:10
SRCH00043482,331586,Comedy Shows,CONT7786,CONT1204,0.03,2025-05-29 00:01:55
SRCH00043483,892214,Comedy Shows,CONT3579,CONT8284,1.0,2026-03-29 10:04:40
SRCH00043484,364421,Sci-Fi,CONT5815,CONT4740,0.68,2025-09-28 17:46:24
SRCH00043485,895251,Action Movies,CONT4766,CONT9284,0.25,2026-04-09 15:19:38
SRCH00043486,575675,KDrama,CONT4840,CONT4915,0.09,2025-10-27 19:07:16
SRCH00043487,273085,Sci-Fi,CONT2746,CONT1700,0.01,2025-06-19 09:21:17
SRCH00043488,904448,Sci-Fi,CONT7818,CONT7896,0.03,2026-05-12 12:27:00
SRCH00043489,435742,KDrama,CONT9696,CONT3825,0.26,2025-11-18 23:14:18
SRCH00043490,428988,Comedy Shows,CONT6698,CONT3519,0.72,2025-10-16 11:09:15
SRCH00043491,362758,IPL,CONT3582,CONT3508,0.12,2025-08-25 21:35:51
SRCH00043492,200583,Comedy Shows,CONT6401,CONT1248,0.36,2025-08-22 01:21:35
SRCH00043493,737378,KDrama,CONT9246,CONT5384,0.08,2025-11-26 12:59:31
SRCH00043494,126644,IPL,CONT6094,CONT7371,0.07,2025-06-12 20:12:16
SRCH00043495,768262,KDrama,CONT8338,CONT2321,0.26,2025-07-07 10:31:16
SRCH00043496,439861,Comedy Shows,CONT9038,CONT5480,0.33,2025-12-17 08:54:40
SRCH00043497,141923,Comedy Shows,CONT8034,CONT8693,0.28,2026-03-04 23:01:32
SRCH00043498,365619,Action Movies,CONT9315,CONT9035,0.44,2026-02-26 03:39:20
SRCH00043499,666346,Comedy Shows,CONT1190,CONT8991,0.75,2026-04-26 14:30:03
SRCH00043500,355693,Comedy Shows,CONT3350,CONT9314,0.51,2026-03-23 20:07:22
SRCH00043501,790144,KDrama,CONT3181,CONT4832,0.41,2025-10-23 07:29:21
SRCH00043502,467937,IPL,CONT8113,CONT2076,0.86,2026-05-18 08:20:22
SRCH00043503,756650,IPL,CONT3195,CONT4071,0.43,2025-12-21 22:11:41
SRCH00043504,312403,KDrama,CONT2833,CONT2932,0.19,2026-02-18 04:48:36
SRCH00043505,975474,Comedy Shows,CONT6553,CONT7504,0.72,2026-04-22 12:17:31
SRCH00043506,405967,Action Movies,CONT3572,CONT8209,0.33,2025-09-28 17:42:39
SRCH00043507,680164,Comedy Shows,CONT9901,CONT1742,0.11,2025-09-03 19:58:10
SRCH00043508,293832,Sci-Fi,CONT4611,CONT2895,0.01,2025-12-13 09:29:28
SRCH00043509,846298,Comedy Shows,CONT1072,CONT5318,0.02,2026-05-11 11:15:46
SRCH00043510,276412,Sci-Fi,CONT8827,CONT2093,0.61,2025-09-17 15:45:10
SRCH00043511,273953,KDrama,CONT2597,CONT7486,0.21,2025-12-19 06:17:37
SRCH00043512,954898,Action Movies,CONT7256,CONT6657,0.5,2025-07-24 10:48:08
SRCH00043513,800981,KDrama,CONT1678,CONT1710,0.34,2025-12-03 10:44:18
SRCH00043514,363930,Action Movies,CONT4147,CONT5132,0.44,2026-02-05 21:30:11
SRCH00043515,891455,Sci-Fi,CONT9854,CONT5082,0.29,2025-07-30 05:14:18
SRCH00043516,601935,Comedy Shows,CONT5080,CONT6877,0.89,2026-03-01 19:32:20
SRCH00043517,387841,Comedy Shows,CONT9869,CONT4104,0.01,2026-02-07 06:57:36
SRCH00043518,185859,Action Movies,CONT4208,CONT9484,0.09,2026-01-25 10:49:41
SRCH00043519,293060,KDrama,CONT4420,CONT2067,0.0,2025-10-30 15:13:12
SRCH00043520,385153,IPL,CONT6091,CONT8881,0.47,2026-04-16 01:27:16
SRCH00043521,362134,Sci-Fi,CONT1657,CONT2454,0.48,2025-10-29 16:25:55
SRCH00043522,296731,Comedy Shows,CONT1679,CONT5329,0.82,2026-05-10 20:56:23
SRCH00043523,151611,Sci-Fi,CONT9574,CONT4458,0.5,2025-07-06 07:42:41
SRCH00043524,102036,Action Movies,CONT4581,CONT4696,0.99,2025-06-08 01:58:23
SRCH00043525,756557,KDrama,CONT1999,CONT3290,0.9,2025-07-14 18:10:05
SRCH00043526,993161,KDrama,CONT8069,CONT3732,0.66,2026-04-30 00:27:00
SRCH00043527,193471,Sci-Fi,CONT2549,CONT9345,0.13,2026-01-07 03:23:49
SRCH00043528,911321,Action Movies,CONT5243,CONT6484,0.68,2025-11-16 10:00:11
SRCH00043529,717719,KDrama,CONT9742,CONT9143,0.1,2025-10-29 23:18:49
SRCH00043530,654632,Action Movies,CONT8146,CONT1065,0.87,2026-01-21 10:56:06
SRCH00043531,813314,Sci-Fi,CONT7721,CONT8485,0.09,2026-03-27 11:53:56
SRCH00043532,787458,Sci-Fi,CONT1242,CONT3994,0.41,2025-11-08 09:48:05
SRCH00043533,841311,IPL,CONT8985,CONT7287,0.82,2025-10-30 18:46:37
SRCH00043534,239708,IPL,CONT4853,CONT3720,0.4,2025-07-03 19:20:27
SRCH00043535,404743,Sci-Fi,CONT6755,CONT3491,0.36,2025-10-09 18:04:27
SRCH00043536,793086,IPL,CONT8463,CONT8611,0.86,2025-12-18 21:52:48
SRCH00043537,273980,KDrama,CONT6814,CONT4261,0.06,2025-12-21 06:57:15
SRCH00043538,302444,Comedy Shows,CONT7621,CONT9617,0.98,2025-09-05 20:19:52
SRCH00043539,840740,Comedy Shows,CONT8894,CONT4284,0.55,2025-07-06 09:20:03
SRCH00043540,172606,KDrama,CONT5225,CONT4230,0.25,2026-01-16 15:06:16
SRCH00043541,183786,IPL,CONT4703,CONT7947,0.57,2026-05-07 07:51:21
SRCH00043542,252228,IPL,CONT5150,CONT4344,0.09,2025-09-14 23:01:03
SRCH00043543,307885,Sci-Fi,CONT7118,CONT8031,0.82,2026-03-25 03:07:40
SRCH00043544,133255,Sci-Fi,CONT6441,CONT6751,0.65,2026-03-09 21:54:06
SRCH00043545,300475,Comedy Shows,CONT8325,CONT5565,0.99,2025-07-25 05:35:40
SRCH00043546,389632,IPL,CONT7702,CONT7046,0.0,2026-02-26 05:08:13
SRCH00043547,644296,KDrama,CONT5987,CONT5973,0.0,2025-12-19 13:50:34
SRCH00043548,963981,Action Movies,CONT1791,CONT7735,0.36,2025-10-04 13:54:08
SRCH00043549,683754,Sci-Fi,CONT8319,CONT3646,0.68,2025-11-28 08:53:51
SRCH00043550,821906,IPL,CONT7716,CONT6581,0.31,2026-04-26 07:28:54
SRCH00043551,597023,Comedy Shows,CONT2994,CONT2287,0.64,2025-06-07 07:38:55
SRCH00043552,817456,KDrama,CONT7555,CONT4847,0.4,2025-12-27 13:30:52
SRCH00043553,277802,KDrama,CONT7494,CONT3921,0.74,2025-10-25 12:30:41
SRCH00043554,709191,Comedy Shows,CONT6458,CONT3842,0.22,2025-12-10 20:38:32
SRCH00043555,522720,Comedy Shows,CONT7117,CONT3341,0.43,2026-01-14 17:41:48
SRCH00043556,227243,Action Movies,CONT9437,CONT6533,0.66,2025-12-17 10:46:29
SRCH00043557,644380,Comedy Shows,CONT6496,CONT4893,0.42,2026-01-04 23:53:11
SRCH00043558,479618,IPL,CONT5332,CONT1268,0.42,2025-11-17 05:24:06
SRCH00043559,853365,Sci-Fi,CONT7784,CONT8333,0.97,2026-02-18 13:24:36
SRCH00043560,653453,Action Movies,CONT5502,CONT8080,0.98,2025-08-23 22:38:32
SRCH00043561,872904,IPL,CONT7579,CONT3093,0.85,2025-09-08 16:17:35
SRCH00043562,678339,Comedy Shows,CONT2959,CONT5666,0.49,2026-02-23 17:28:11
SRCH00043563,874953,Comedy Shows,CONT8092,CONT2658,0.92,2025-11-24 11:19:05
SRCH00043564,804466,IPL,CONT2274,CONT6734,0.79,2026-05-24 02:19:47
SRCH00043565,797220,Comedy Shows,CONT8750,CONT2295,0.41,2025-06-29 17:05:37
SRCH00043566,171980,Comedy Shows,CONT4735,CONT2256,0.72,2025-10-28 07:15:01
SRCH00043567,644965,Sci-Fi,CONT7797,CONT1636,0.46,2025-11-02 23:27:21
SRCH00043568,206812,Comedy Shows,CONT3012,CONT8556,0.14,2025-09-30 22:28:21
SRCH00043569,532232,Comedy Shows,CONT9994,CONT5470,0.08,2025-09-14 11:23:18
SRCH00043570,747019,IPL,CONT1668,CONT7401,0.25,2025-07-09 16:25:41
SRCH00043571,207746,KDrama,CONT6034,CONT7662,0.8,2025-11-24 20:19:50
SRCH00043572,132386,Sci-Fi,CONT9568,CONT6476,0.07,2026-02-26 15:51:38
SRCH00043573,710675,Sci-Fi,CONT1066,CONT4927,0.7,2026-03-21 15:07:56
SRCH00043574,622145,Comedy Shows,CONT3336,CONT7116,0.95,2026-03-19 13:51:22
SRCH00043575,495242,IPL,CONT7559,CONT2142,0.05,2025-06-07 12:57:05
SRCH00043576,856722,KDrama,CONT3097,CONT4978,0.83,2025-07-02 00:53:10
SRCH00043577,847736,IPL,CONT9521,CONT6553,0.88,2025-11-20 15:31:49
SRCH00043578,106516,Comedy Shows,CONT2013,CONT6290,0.67,2026-03-11 17:33:24
SRCH00043579,337601,Comedy Shows,CONT9212,CONT1631,0.2,2026-01-02 03:27:19
SRCH00043580,621566,IPL,CONT4810,CONT5840,0.01,2025-07-25 05:25:18
SRCH00043581,520931,KDrama,CONT3072,CONT5368,0.1,2026-04-03 10:47:56
SRCH00043582,402014,Comedy Shows,CONT7821,CONT1219,0.55,2026-01-09 19:48:52
SRCH00043583,510504,Comedy Shows,CONT7392,CONT2073,0.16,2025-09-28 21:11:59
SRCH00043584,804937,Comedy Shows,CONT6842,CONT9559,0.09,2025-11-13 14:07:27
SRCH00043585,706527,Action Movies,CONT7744,CONT4651,0.13,2025-08-10 20:09:45
SRCH00043586,600655,IPL,CONT8354,CONT8445,0.79,2026-01-13 21:27:43
SRCH00043587,992425,Comedy Shows,CONT5435,CONT4646,0.59,2026-01-04 18:50:11
SRCH00043588,688339,Comedy Shows,CONT6368,CONT9027,0.3,2025-07-30 19:46:10
SRCH00043589,837544,Sci-Fi,CONT4317,CONT5291,0.62,2026-04-21 21:41:08
SRCH00043590,897932,Sci-Fi,CONT9350,CONT2097,0.76,2026-01-27 13:30:12
SRCH00043591,241287,Comedy Shows,CONT6002,CONT8882,0.92,2025-09-22 01:01:18
SRCH00043592,534913,Action Movies,CONT6313,CONT5440,0.07,2025-08-16 16:48:48
SRCH00043593,733374,IPL,CONT8724,CONT2688,0.58,2026-03-23 23:41:16
SRCH00043594,951447,IPL,CONT4661,CONT1331,0.61,2025-12-10 05:37:48
SRCH00043595,483856,Sci-Fi,CONT2175,CONT4409,0.68,2026-03-27 17:51:53
SRCH00043596,378669,KDrama,CONT5430,CONT9455,0.63,2025-09-19 14:31:50
SRCH00043597,667079,Action Movies,CONT6352,CONT5574,0.4,2026-02-14 04:48:14
SRCH00043598,484079,Action Movies,CONT5503,CONT5749,0.31,2025-05-30 17:48:28
SRCH00043599,374592,Sci-Fi,CONT4344,CONT9150,0.16,2026-04-27 10:44:58
SRCH00043600,483637,Comedy Shows,CONT9889,CONT1403,0.77,2025-08-17 11:29:37
SRCH00043601,895186,Action Movies,CONT2985,CONT7166,0.41,2026-05-23 21:36:26
SRCH00043602,313513,Sci-Fi,CONT1386,CONT9128,0.18,2025-08-30 05:01:07
SRCH00043603,551001,IPL,CONT6128,CONT7069,0.3,2025-10-16 16:50:23
SRCH00043604,221835,KDrama,CONT3693,CONT9645,0.92,2025-11-07 00:14:11
SRCH00043605,201132,Action Movies,CONT7248,CONT2686,0.63,2026-04-17 10:41:34
SRCH00043606,770474,KDrama,CONT4792,CONT5725,0.89,2025-07-02 10:18:31
SRCH00043607,909382,Comedy Shows,CONT3620,CONT3589,0.57,2025-12-04 11:51:27
SRCH00043608,264349,KDrama,CONT2553,CONT8622,0.91,2025-09-07 05:24:52
SRCH00043609,309695,Comedy Shows,CONT3400,CONT8279,0.66,2026-02-14 04:47:39
SRCH00043610,926561,Sci-Fi,CONT2894,CONT1079,0.21,2025-11-16 22:22:55
SRCH00043611,420809,Comedy Shows,CONT2287,CONT4128,0.82,2026-01-08 16:18:57
SRCH00043612,459549,Comedy Shows,CONT5090,CONT4047,0.47,2026-04-17 17:55:46
SRCH00043613,988260,Action Movies,CONT2057,CONT9161,0.96,2025-12-01 10:18:39
SRCH00043614,436877,Action Movies,CONT7544,CONT5328,0.78,2025-07-30 05:21:48
